영수증 ID,K회차,결과,관찰 델타,구현 위치,반례 확인,비정사,사용 스레드,원문 근거,이유,장면 질문,적용 카드,카드 ID,프로젝트 코드
RR-REF46-MACRO-AUDIT-50-20260805,,APPLIED,"원문 재독 가치 PASS / 네 축 균형 PASS / 기존 장면 차별성 PASS / 집필 사용 시점 PASS / 중복·포화 PASS / 표면 모방 경계 CAUTION. 고유 가면·정수·시스템 점수·환급 물품을 가져오지 않고 정체 공개의 공격성, 슬롯의 기회비용, 기억·관계 권리 비대칭만 검색 좌표로 사용한다. 실패 0건, 주의 1건. TH-07 복구 계속 가능.",Notion 02-D 연구 영수증. 누적 Macro 50건 지점 감사.,Yes,Yes,"TH-REF46-05 · 다중 신분은 습관·시기·정보 행동의 누적 증거로 판정되고 선택적 공개가 별도 동맹망을 만든다 (https://app.notion.com/p/TH-REF46-05-3b2baa79eaae81078483c176b5c95fa5?pvs=21), TH-REF46-06 · 한정된 성장 슬롯은 전투 역할·취약점·동료 배치를 함께 잠그는 선택 장부로 작동한다 (https://app.notion.com/p/TH-REF46-06-3b2baa79eaae8196bd5ddb80a846a106?pvs=21), TH-REF46-07 · 회차 리셋은 현지 기억과 사건을 초기화하되 공략 기억·외부 준비·접근 권리를 누적시킨다 (https://app.notion.com/p/TH-REF46-07-3b2baa79eaae811a85c6eb22fc4f3464?pvs=21)","TH-05 후반 2건: 적대적 다중 정체 공개와 본명 교환 뒤 동맹 실패. TH-06 6건: 역할 선택, 슬롯 손해, 코어 교체·지원 의존, 치유 권리 포기, 극재생 재평가, 성공·카운터·재발견. TH-07 선행 2건: 불완전 탈출의 기억·장비·접근권 보존, 1회차 기억의 연구·외부 투자 환전.","Macro 50건 누적 지점의 SOP v5 정기 감사. 최근 10건이 모두 원문에서 선택 순서와 상태 변화를 재발견하게 하는지, ‘정보 공개’·‘성장’·‘반복’ 같은 추상 범주로 중복되지 않는지 확인했다.",누적 Macro 41~50이 원문 재독 가치·장면/스토리/캐릭터/작가 선택 균형·차별성·집필 검색성·중복 포화·표면 모방 경계를 유지하는가.,,,기법 연구
RR-REF46-TH07-RECUT-V1-20260805,,APPLIED,"신규 원천 장면 14건, 익명 독서본 14건, Macro 6건, Micro 1건. 누적 Macro 50건 정기 감사 통과: 실패 0건, 표면 모방 경계 주의 1건.","Notion 03-A/03-C/03-E/03-F, TH-REF46-07 및 /mnt/data/ref46_evidence/TH-REF46-07/recut_v1",Yes,Yes,TH-REF46-07 · 회차 리셋은 현지 기억과 사건을 초기화하되 공략 기억·외부 준비·접근 권리를 누적시킨다 (https://app.notion.com/p/TH-REF46-07-3b2baa79eaae811a85c6eb22fc4f3464?pvs=21),"895~896화 412,507~412,880행 / 898~902화 413,410~414,613행 / 902~907화 414,700~416,640행 / 912~913화 419,221~419,729행.","넓은 반복 근거를 1회차 탈출과 보존, 보존 원인 미확정, 리셋 가설, 외부 연구·투자, 경로 압축, 매몰 비용, 군세로 대체된 신뢰, 기억 비대칭, 쉬운 엔딩 거절, 현재 욕망 재확인, 공략 목표 변경으로 재절단했다.","지역 사건과 현지 기억이 초기화되는 반복 구조에서 공략 기억·장비·접근권·외부 준비는 누구에게 누적되며, 그 우위가 현재 관계와 선택을 어디까지 대신할 수 있는가.",,,기법 연구
RR-REF46-TH06-RECUT-V1-20260805,,APPLIED,"신규 원천 장면 12건, 익명 독서본 12건, Macro 6건, Micro 1건. 기존 TH-03의 보호 장비 장면과 중복하지 않고 성장 슬롯·포기 능력·지원 의존·환경 카운터의 장기 선택 장부로 구분했다.","Notion 03-A/03-C/03-E/03-F, TH-REF46-06 및 /mnt/data/ref46_evidence/TH-REF46-06/recut_v1",Yes,Yes,TH-REF46-06 · 한정된 성장 슬롯은 전투 역할·취약점·동료 배치를 함께 잠그는 선택 장부로 작동한다 (https://app.notion.com/p/TH-REF46-06-3b2baa79eaae8196bd5ddb80a846a106?pvs=21),"3화 651~715행 / 41~42화 19,665~19,775행 / 77화 37,331~37,397행 / 138~140화 66,821~67,823행 / 222화 109,141~109,239행 / 859화 396,748~397,040행 / 909~917화 417,181~421,305행.","넓은 근거를 역할 선택, 비동의 슬롯 손해, 장비 재설계, 유용한 코어 희생, 사라진 재생의 몸 검증, 팀 지원 재배치, 보호 자원 배분, 극재생 손익, 보스전 고점, 카운터 인정, 환경 시너지로 재절단했다.",한정 성장 슬롯과 코어 교체가 어떤 역할·취약점·지원 의존·환경 카운터를 함께 잠그는가.,,,기법 연구
RR-REF46-TH08-RECUT-V1-20260805,,APPLIED,"신규 원천 장면 14건, 익명 독서본 14건, Macro 6건, Micro 1건. 전투력 상승과 관계 성숙을 분리하고 치료권·배분권·연락권·장비권·외부 활동권·공공 권한의 이동을 보존했다.","Notion 03-A/03-C/03-E/03-F, TH-REF46-08 및 /mnt/data/ref46_evidence/TH-REF46-08/recut_v1",Yes,Yes,TH-REF46-08 · 보호받던 신입은 상실을 전투 권한으로 바꾸되 통제·가족·종족 부채를 다시 조정해야 한다 (https://app.notion.com/p/TH-REF46-08-3b2baa79eaae819a83bffda262ebc9c5?pvs=21),"8~11화 3,379~4,607행 / 338~341화 166,900~168,140행 / 346~347화 170,120~170,379행 / 463화 228,540~228,750행 / 778~780화 363,287~364,050행.","넓은 성장 근거를 생존 요청, 역할·배분 계약, 첫 실행 인정, 상실 뒤 전투 권한, 경쟁자 제거 욕망, 편지·장비·창문 통제, 전면 순종 거절, 정신 비용 장부, 종족 공공권한 부채, 미완 가족 회복과 제도적 입지 계획으로 재절단했다.","보호받던 신입이 상실을 전투 권한으로 바꾼 뒤 그 권한이 언제 보호·통제로 갈라지며, 가족·종족·자기 선택의 부채를 어떻게 다시 인수하는가.",,,기법 연구
RR-REF46-MACRO-AUDIT-60-20260805,,APPLIED,"원문 재독 가치 PASS / 장면·스토리·캐릭터·작가 선택 균형 PASS / 기존 장면 차별성 PASS / 집필 사용 시점 PASS / 중복·포화 PASS / 표면 모방 경계 CAUTION. 막힌 창문·고유 혈통·시스템 보상 외형이 아니라 관계 기억 비대칭, 외부 활동권 침해, 힘과 선택권을 보존한 경계 설정, 공공 권한 부채만 검색 좌표로 사용한다. 실패 0건, 주의 1건. 신규 복구 계속 가능.",Notion 02-D 연구 영수증. 누적 Macro 60건 지점 감사.,Yes,Yes,"TH-REF46-07 · 회차 리셋은 현지 기억과 사건을 초기화하되 공략 기억·외부 준비·접근 권리를 누적시킨다 (https://app.notion.com/p/TH-REF46-07-3b2baa79eaae811a85c6eb22fc4f3464?pvs=21), TH-REF46-08 · 보호받던 신입은 상실을 전투 권한으로 바꾸되 통제·가족·종족 부채를 다시 조정해야 한다 (https://app.notion.com/p/TH-REF46-08-3b2baa79eaae819a83bffda262ebc9c5?pvs=21)","TH-07 후반 4건: 기억·군세로 신뢰 압축, 관계 기억 비대칭, 형식상 성공 거절과 현재 욕망, 개인 선택의 집단 목표 번역. TH-08 6건: 신입 역할 획득, 상실 뒤 전투 권한, 보호의 통제 변질, 전면 순종 거절과 관계 경계, 전투 권한의 정신 비용, 가족·공동체 부채 재인수.",Macro 60건 누적 지점의 SOP v5 정기 감사. 반복·관계·성장이라는 큰 범주가 아니라 원문에서 다시 볼 권리 이동과 선택 순서를 보존하는지 확인했다.,누적 Macro 51~60이 원문 재독 가치·네 축 균형·기존 장면 차별성·집필 검색성·중복 포화·표면 모방 경계를 유지하는가.,,,기법 연구
RR-REF46-TH09-RECUT-V1-20260805,,APPLIED,"신규 원천 장면 12건, 익명 독서본 12건, Macro 6건, Micro 1건. 공식 명칭보다 명칭 직후 열리거나 닫히는 보물 접근·검증대·격리·군사령부·조직원 처벌 완화·후견 기대를 보존했다.","Notion 03-A/03-C/03-E/03-F, TH-REF46-09 및 /mnt/data/ref46_evidence/TH-REF46-09/recut_v1",Yes,Yes,TH-REF46-09 · 조직은 같은 공적 기록을 영웅·악령·귀족 서사로 재편해 권리와 의무를 배분한다 (https://app.notion.com/p/TH-REF46-09-3b2baa79eaae811eb5d5d2eba4b389c5?pvs=21),"231~232화 115,251~115,815행 / 338~341화 166,323~167,817행 / 431~433화 212,247~213,735행 / 706~708화 334,341~335,150행.","넓은 공식 기록 근거를 상징 회유, 작위·접근권 보상, 공식 낙인, 기록 승인 목적 추론, 귀환자 격리, 개선식 서사 편집, 공개 본명 선언에 의한 강제 수정, 유가족 잔여, 작위의 전시 복무·보호 양면, 내부 권한 승계로 재절단했다.",같은 공적 기록이 조직 필요에 따라 영웅·공식 낙인 대상·비밀 임무 수행자·소집 대상 귀족으로 재편될 때 어떤 접근권·보호권·복무 의무·처벌 위험이 실제로 바뀌는가.,,,기법 연구
RR-REF46-MACRO-AUDIT-70-20260805,,APPLIED,"원문 재독 가치 PASS / 장면·스토리·캐릭터·작가 선택 균형 PASS / 기존 장면 차별성 PASS / 집필 사용 시점 PASS / 중복·포화 PASS / 표면 모방 경계 CAUTION. 작위·개선식·기억 삭제 약·진실 장치의 외형을 가져오지 않고 공식 범주가 여는 권리·의무, 계약 우회가 남기는 책임, 반복 이행이 만드는 예측 가능성만 검색 좌표로 사용한다. 실패 0건, 주의 1건. TH-10 복구 계속 가능.",Notion 02-D 연구 영수증. 누적 Macro 70건 지점 감사.,Yes,Yes,"TH-REF46-09 · 조직은 같은 공적 기록을 영웅·악령·귀족 서사로 재편해 권리와 의무를 배분한다 (https://app.notion.com/p/TH-REF46-09-3b2baa79eaae811eb5d5d2eba4b389c5?pvs=21), TH-REF46-10 · 적대자는 복수·생존·귀환 목표를 분리한 채 반복 협력으로 조건부 동료가 된다 (https://app.notion.com/p/TH-REF46-10-3b2baa79eaae81a1899bceec7c09794d?pvs=21)","TH-09 6건: 상징 회유, 공식 낙인, 귀환자 영웅 서사 편집, 공개 기록 강제 수정, 작위의 복무·보호 양면, 내부 권한 승계. TH-10 선행 4건: 계약 우회 적대성, 구조 공적과 불신 병존, 반복 역할 이행과 정보 경계, 귀환 약속의 실제 이행.",Macro 70건 누적 지점의 SOP v5 정기 감사. 공식 기록과 적대적 협력이라는 서로 다른 연구축이 단순 ‘권력’·‘신뢰’ 추상어로 뭉개지지 않고 원문 선택 순서와 권리 변화를 재발견하게 하는지 확인했다.,누적 Macro 61~70이 원문 재독 가치·장면/스토리/캐릭터/작가 선택 균형·기존 장면 차별성·집필 검색성·중복 포화·표면 모방 경계를 유지하는가.,,,기법 연구
RR-REF46-TH10-RECUT-V1-20260805,,APPLIED,"신규 원천 장면 14건, 익명 독서본 14건, Macro 6건, Micro 1건. 누적 Macro 70건 정기 감사 통과: 실패 0건, 표면 모방 경계 주의 1건. 신뢰를 호감이나 무방비가 아니라 약점을 가진 상태에서도 조건을 이행하는 예측 가능성으로 보존했다.","Notion 03-A/03-C/03-E/03-F, TH-REF46-10 및 /mnt/data/ref46_evidence/TH-REF46-10/recut_v1",Yes,Yes,TH-REF46-10 · 적대자는 복수·생존·귀환 목표를 분리한 채 반복 협력으로 조건부 동료가 된다 (https://app.notion.com/p/TH-REF46-10-3b2baa79eaae81a1899bceec7c09794d?pvs=21),"148화 71,555~71,729행 / 276~282화 136,863~140,179행 / 285~287화 141,713~142,579행 / 300~306화 149,705~151,409행.","넓은 적대적 동행 근거를 계약 우회, 협박자의 정보 독점 해체, 구조와 불신 병존, 반복 역할 이행, 미끼 잔류와 표류 공동 생존, 귀환 협상과 약속 이행, 어린 적대자 우회 처리, 정체 검증과 약점 확보, 복수·귀환 목표 분리, 가족·신분·안전 조건의 미래 동료 약속으로 재절단했다.",과거 적대성과 범죄 책임을 지우지 않은 채 반복 협력·약속 이행·정체 검증이 어떻게 예측 가능한 조건부 동료권으로 바뀌는가.,,,기법 연구
RR-REF46-TH11-RECUT-V1-20260805,,APPLIED,"신규 원천 장면 15건, 익명 독서본 15건, Macro 6건, Micro 1건. 공통 출신·친근한 호칭·정보 교환을 아군 판정과 분리하고, 제삼자 구원 계약의 종속 비용을 반례로 보존했다. 누적 Macro 78건.","Notion 03-A/03-C/03-E/03-F, TH-REF46-11 및 /mnt/data/ref46_evidence/TH-REF46-11/recut_v1",Yes,Yes,TH-REF46-11 · 공통 출신과 정보 교환은 동맹을 보장하지 않으며 귀환 목표와 결별 조건을 명시해야 협력자가 된다 (https://app.notion.com/p/TH-REF46-11-3b2baa79eaae8104b078e11d53f587b3?pvs=21),"124화 59,669~59,989행 / 250~251화 124,851~125,303행 / 312~313화 154,743~154,903행 / 340화 167,359~167,479행 / 435~437화 214,817~215,807행 / 469~470화 231,219~231,527행 / 477화 234,789~234,913행 / 500~501화 246,081~246,533행.","넓은 동향인·귀환 협력 근거를 출신 인증과 접근권, 현실 정체 검증, 현실 관계 제한, 구원 계약의 평가권 독점과 종속 비용, 상호 정체 확인, 귀환 목표 시험, 동료 위해 시 결별선, 상징 이용 책임과 보호선, 예정된 미래·플랜 B 공개, 지원 범위와 결별 조건이 포함된 협력자 계약으로 재절단했다.","공통 출신과 정보 교환이 동맹을 보장하지 않을 때, 어떤 접근권·은폐 범위·지원 약속·결별 조건을 명시해야 제한 협력이 안정되는가.",,,기법 연구
RR-REF46-MACRO-AUDIT-80-20260805,,APPLIED,"원문 재독 가치 PASS / 장면·스토리·캐릭터·작가 선택 균형 PASS / 기존 장면 차별성 PASS / 집필 사용 시점 PASS / 중복·포화 PASS / 표면 모방 경계 CAUTION. 진실 보석·가면 집회·귀환 버튼·가족 구출 같은 고유 외형이 아니라 검증 접근권, 발화 정보량, 주관적 확신, 지원 범위, 결별 조건을 검색 좌표로 사용한다. 실패 0건, 주의 1건. TH-12 복구 계속 가능.",Notion 02-D 연구 영수증. 누적 Macro 80건 지점 감사.,Yes,Yes,"TH-REF46-10 · 적대자는 복수·생존·귀환 목표를 분리한 채 반복 협력으로 조건부 동료가 된다 (https://app.notion.com/p/TH-REF46-10-3b2baa79eaae81a1899bceec7c09794d?pvs=21), TH-REF46-11 · 공통 출신과 정보 교환은 동맹을 보장하지 않으며 귀환 목표와 결별 조건을 명시해야 협력자가 된다 (https://app.notion.com/p/TH-REF46-11-3b2baa79eaae8104b078e11d53f587b3?pvs=21), TH-REF46-12 · 진실 판정 장치는 발화자의 확신만 인증해 질문권·묵비권·문장 설계가 협상권을 결정한다 (https://app.notion.com/p/TH-REF46-12-3b2baa79eaae8151975ad0c5e1f503a2?pvs=21)","TH-10 후반 2건: 정체 검증과 약점 보유·목표 분리, 가족/신분/안전 조건의 미래 동료권. TH-11 6건: 출신 기반 접근권, 현실 정체 검증과 관계 제한, 구원 계약의 종속 비용, 귀환 목표·결별선 시험, 상징 이용 책임과 보호선, 플랜 B·지원 범위·결별 조건의 협력자 계약. TH-12 선행 2건: 검증 접근권 강제 확보, 참 판정과 정보량·주관적 확신 분리.","Macro 80건 누적 지점의 SOP v5 정기 감사. 관계 변화와 정보 검증이 모두 추상적 신뢰로 합쳐지지 않고, 누가 질문·거절·지원·결별·검증을 결정하는지와 그 권리 이동을 원문에서 다시 발견하게 하는지 확인했다.",누적 Macro 71~80이 원문 재독 가치·장면/스토리/캐릭터/작가 선택 균형·기존 장면 차별성·집필 검색성·중복 포화·표면 모방 경계를 유지하는가.,,,기법 연구
RR-REF46-TH12-RECUT-V1-20260805,,APPLIED,"신규 원천 장면 11건 + 기존 원천 장면 2건 재사용, 익명 독서본 11건 + 기존 1건 재사용, 신규 Macro 4건 + 기존 Macro 1건 재사용, Micro 1건. 누적 Macro 80건 정기 감사 통과 후 신규 Macro를 계속 등록했다. 장치 색보다 접근권·질문 설계·거절권·정보량·출처·평판을 보존했다.","Notion 03-A/03-C/03-E/03-F, TH-REF46-12 및 /mnt/data/ref46_evidence/TH-REF46-12/recut_v1. ZIP SHA-256 f714793fcea00dc84e11d420bb4a69713e7264df8b2b9260d1a6b473f8f483a4",Yes,Yes,TH-REF46-12 · 진실 판정 장치는 발화자의 확신만 인증해 질문권·묵비권·문장 설계가 협상권을 결정한다 (https://app.notion.com/p/TH-REF46-12-3b2baa79eaae8151975ad0c5e1f503a2?pvs=21),"37~40화 17,521~19,115행 / 125~126화 60,383~60,799행 / 307~308화 152,147~152,677행 / 467화 230,255~230,293행 / 471~472화 232,103~232,491행 / 572화 278,379~278,517행.","넓은 진실 장치 근거를 신분 기반 요청권 거부, 약한 검증 실패와 비용 회피, 공개 검증권 강제 확보, 다자 교차 검증, 사적 질문 거절, 최소 문장 정보량 이의, 잘못된 확신 통과, 제작자 조작·질문 교환·폐쇄형 질문, 묵비권과 부분 진실 대비, 상반된 확신·평판 판정, 질문 선택·거절 사유 검증 규칙으로 재절단했다.",진실 판정 장치가 객관적 사실 전체를 보장하지 않을 때 검증 접근권·질문권·묵비권·문장 정보량·답변 선택권이 정보 협상력을 어떻게 배분하는가.,,,기법 연구
RR-REF46-TH13-RECUT-V1-20260805,,APPLIED,"신규 원천 장면 6건 + 기존 4건 재사용, 익명 독서본 6건 + 기존 4건 재사용, 신규 Macro 3건 + 기존 Macro 3건 재사용, Micro 1건. 정보 신뢰를 증거 수가 아니라 실패 방식의 차이와 출처·행동·제삼자 검증의 결합으로 보존했다. 누적 Macro 85건.","Notion 03-A/03-C/03-E/03-F, TH-REF46-13 및 /mnt/data/ref46_evidence/TH-REF46-13/recut_v1. ZIP SHA-256 1961437ff2b53904461f4b8267b39735035e24ed3a1fa1b9d7ded42182bee5e2",Yes,Yes,TH-REF46-13 · 불확실한 정보는 닻 질문·행동 기록·제삼자 공개를 겹쳐야 행동 가능한 신뢰로 바뀐다 (https://app.notion.com/p/TH-REF46-13-3b2baa79eaae811d9137cdc4e97d16f7?pvs=21),"39~40화 공개 교차 검증 재사용 / 92~93화 44,921~45,043행 / 307~309화 기존 질문 설계·묵비 장면 재사용 / 467화 묵비권 대비 장면 재사용 / 481~482화 237,033~237,121행.","넓은 교차 검증 근거를 정보 채널 제한, 알려진 인물 닻 질문, 판매자의 자발적 연결, 발언 출처와 내용 진위 분리, 조직 목적·실행 조건·후속 기관 대응의 설명 구조, 공개 다자 검증, 폐쇄형 질문, 묵비권 대비 증거원 확대, 무질문 압박과 사소한 질문 반응 기준으로 재구성했다.","검증 불가능한 정보가 닻 질문·자발적 연결·행동 설명·독립 증거·반응 기준을 거쳐 언제 행동 가능한 신뢰로 바뀌며, 강압은 왜 답변 획득과 신뢰도 상승을 동일하게 만들지 못하는가.",,,기법 연구
RR-REF46-MACRO-AUDIT-90-20260805,,APPLIED,"원문 재독 가치 PASS / 장면·스토리·캐릭터·작가 선택 균형 PASS / 기존 장면 차별성 PASS / 집필 사용 시점 PASS / 중복·포화 PASS / 표면 모방 경계 CAUTION. 고유 장치·조직·전투 외형보다 질문 선택권, 출처와 진위 분리, 역할 공백 시간, 직군 분포, 자원 집중, 승계 절차를 검색 좌표로 사용한다. 실패 0건, 주의 1건. TH-14 복구 계속 가능.",Notion 02-D 연구 영수증. 누적 Macro 90건 지점 감사.,Yes,Yes,"TH-REF46-12 · 진실 판정 장치는 발화자의 확신만 인증해 질문권·묵비권·문장 설계가 협상권을 결정한다 (https://app.notion.com/p/TH-REF46-12-3b2baa79eaae8151975ad0c5e1f503a2?pvs=21), TH-REF46-13 · 불확실한 정보는 닻 질문·행동 기록·제삼자 공개를 겹쳐야 행동 가능한 신뢰로 바뀐다 (https://app.notion.com/p/TH-REF46-13-3b2baa79eaae811d9137cdc4e97d16f7?pvs=21), TH-REF46-14 · 사망·부상 보고는 역할 공백과 지휘 책임을 다음 편제로 넘기는 인력 손실 장부가 된다 (https://app.notion.com/p/TH-REF46-14-3b2baa79eaae81e4a18bd24aa87f99da?pvs=21)","TH-12 후반 2건: 묵비권 대비 증거원 확대, 질문 선택·거절 사유 검증 규칙. TH-13 3건: 닻 질문과 출처·진위 분리, 조직 행동 설명 구조, 강압 전 반응 기준과 신뢰 비용. TH-14 선행 5건: 손실 속도·직군 분포, 역할 공백·자원 집중, 임무 속행 책임 선언, 실시간 전사 보고·역할 부재 손실, 지휘 공백·승계 투표.","Macro 90건 누적 지점의 SOP v5 정기 감사. 정보 검증·심문·전투 손실·지휘 승계가 모두 ‘신뢰’나 ‘책임’ 추상어로 합쳐지지 않고, 질문·증거·역할·시간·자원·권한의 실제 이동을 원문에서 다시 발견하게 하는지 확인했다.",누적 Macro 81~90이 원문 재독 가치·장면/스토리/캐릭터/작가 선택 균형·기존 장면 차별성·집필 검색성·중복 포화·표면 모방 경계를 유지하는가.,,,기법 연구
RR-REF46-TH14-RECUT-V1-20260805,,APPLIED,"신규 원천 장면 14건, 익명 독서본 14건, Macro 6건, Micro 1건. 누적 Macro 90건 정기 감사 통과 후 마지막 책임 구조 Macro를 등록해 누적 91건. 손실 숫자가 아니라 손실 시점·직군 분포·역할 공백·자원 재배치·최종 책임 귀속을 보존했다.","Notion 03-A/03-C/03-E/03-F, TH-REF46-14 및 /mnt/data/ref46_evidence/TH-REF46-14/recut_v1. ZIP SHA-256 2246a86642bb5100c7ccb2ede1e2c0e40eb3c3dbdd5874558609a0cebf1bd179",Yes,Yes,TH-REF46-14 · 사망·부상 보고는 역할 공백과 지휘 책임을 다음 편제로 넘기는 인력 손실 장부가 된다 (https://app.notion.com/p/TH-REF46-14-3b2baa79eaae81e4a18bd24aa87f99da?pvs=21),"67~69화 32,370~32,967행 / 556~560화 271,700~273,425행 / 604~606화 292,535~293,330행.","넓은 손실 근거를 장기 전투와 지원 붕괴 뒤 손실 속도 비교, 총 사망·생존 직군 분포, 전문 방어 역할 공백, 희귀 자원 집중과 소속 조건 철회, 임무 속행 책임 선언, 실시간 이름·조 전사 보고, 중심 방어자 부재 3분과 21명 사망, 부상·전사 총계, 조장 돌봄·인원 재편, 사령관 사망과 임시 기능 복구, 승계 투표, 직업별 총책임자·하위 파트장 구조로 재절단했다.",전투 손실이 사망 수치로 끝나지 않고 어떤 역할·지원선·명령권이 사라졌는지를 다음 자원 투자·인원 배치·지휘 책임 구조에 어떻게 넘기는가.,,,기법 연구
RR-REF46-TH15-RECUT-V1-20260805,,APPLIED,"신규 원천 장면 14건 + 기존 1건 재사용, 신규 익명 독서본 14건 + 기존 1건 재사용, 신규 Macro 7건 + 기존 Macro 1건 재사용, Micro 1건. 누적 Macro 98건. 실패의 가치를 성공 여부가 아니라 버린 가설·새 관측·요구 사양·공용 지도 범위로 보존했다.","Notion 03-A/03-C/03-E/03-F, TH-REF46-15 및 /mnt/data/ref46_evidence/TH-REF46-15/recut_v1. ZIP SHA-256 8d01475b9d6beb52af2e7f19a11cf96996280df2012b5a350e17009c3f996499",Yes,Yes,TH-REF46-15 · 실패한 탐사·구조 시도는 가설 폐기·도구 요구·지도 갱신으로 다음 시도의 탐색 공간을 줄인다 (https://app.notion.com/p/TH-REF46-15-3b2baa79eaae819d958ad97fbc196994?pvs=21),"604화 292,327~292,505행 / 608~610화 294,430~294,765행 / 614~620화 296,555~299,145행 / 기존 618화 공용 지도 배포 장면 재사용.","넓은 실패 근거를 실패 선언과 놓친 징후 복기, 심해 도달 한계와 동일 방식 중단, 상공 높이·돌풍·복수 목격, 파손 기록구의 환경 요구 사양, 대기 약속 위반의 과잉 탐사 반례, 최초 생존자 구조, 자동 수리 관측과 현장 대기, 최소 병력·분업 확보, 분기 폭증으로 직접 추적 폐기, 지도 100% 뒤 전제 수정, 독립 단서 결합, 관제권과 안전 실험, 공용 지도 배포, 숨은 대기실 구조와 후유증으로 재절단했다.",실패한 탐사·구조가 같은 행동 반복이 아니라 폐기된 방법·추가된 관측·새 도구 요구·구조 능력 증가·지도 모델 수정으로 다음 탐색 공간을 어떻게 줄이는가.,,,기법 연구
RR-REF46-MACRO-AUDIT-100-20260805,,APPLIED,"원문 재독 가치 PASS / 장면·스토리·캐릭터·작가 선택 균형 PASS / 기존 장면 차별성 PASS / 집필 사용 시점 PASS / 중복·포화 PASS / 표면 모방 경계 CAUTION. 특정 지도·장치·퍼센트 외형이 아니라 실패 뒤 폐기된 전제, 구조 능력의 단계적 증가, 계약 종료 시점, 자산 유형별 노동 가치, 역할 변화 시 재협상 가능성을 검색 좌표로 사용한다. 실패 0건, 주의 1건. TH-16 복구 계속 가능.",Notion 02-D 연구 영수증. 누적 Macro 100건 지점 감사.,Yes,Yes,"TH-REF46-14 · 사망·부상 보고는 역할 공백과 지휘 책임을 다음 편제로 넘기는 인력 손실 장부가 된다 (https://app.notion.com/p/TH-REF46-14-3b2baa79eaae81e4a18bd24aa87f99da?pvs=21), TH-REF46-15 · 실패한 탐사·구조 시도는 가설 폐기·도구 요구·지도 갱신으로 다음 시도의 탐색 공간을 줄인다 (https://app.notion.com/p/TH-REF46-15-3b2baa79eaae819d958ad97fbc196994?pvs=21), TH-REF46-16 · 분배 비율은 현재 기여와 특수 노동을 가격화하고 성장 뒤 재협상되는 동료 계약이다 (https://app.notion.com/p/TH-REF46-16-3b2baa79eaae81959914c903d52e51e2?pvs=21)","TH-14 마지막 1건: 최종 책임과 직업별 실행 책임 사슬. TH-15 7건: 실패 선언·도달 한계·관측 추가·도구 요구·과잉 탐사 반례·단계적 구조·지도 전제 수정·관제권. TH-16 선행 2건: 위기 임시 계약과 장기 계약 분리, 현재 기여·특수 노동·재협상 조건의 분배 계약.","Macro 100건 누적 지점의 SOP v5 정기 감사. 실패·구조·분배가 모두 추상적인 성장이나 공정성으로 뭉개지지 않고, 버린 방법·새 관측·기능 증가·계약 종료·재협상 조건을 원문에서 다시 발견하게 하는지 확인했다.",누적 Macro 91~100이 원문 재독 가치·장면/스토리/캐릭터/작가 선택 균형·기존 장면 차별성·집필 검색성·중복 포화·표면 모방 경계를 유지하는가.,,,기법 연구
RR-REF46-TH16-RECUT-V1-20260805,,APPLIED,"신규 원천 장면 12건 + 기존 1건 재사용, 익명 독서본 12건 + 기존 1건 재사용, 신규 Macro 5건 + 기존 Macro 1건 재사용, Micro 1건. 누적 Macro 103건. 분배율을 친밀감 보상이 아니라 현재 관계 지위와 재협상 가능성을 나타내는 계약 장부로 보존했다.","Notion 03-A/03-C/03-E/03-F, TH-REF46-16 및 /mnt/data/ref46_evidence/TH-REF46-16/recut_v1. ZIP SHA-256 e8c1f9ee7eb35b9baf6194fd9dbd9376166deeabe8910a421a485616b215e2f3",Yes,Yes,TH-REF46-16 · 분배 비율은 현재 기여와 특수 노동을 가격화하고 성장 뒤 재협상되는 동료 계약이다 (https://app.notion.com/p/TH-REF46-16-3b2baa79eaae81959914c903d52e51e2?pvs=21),"10화 4,143~4,197행 / 17화 7,661~7,845행 / 159화 76,675~76,805행 / 173화 83,337~83,419행 / 312~313화 154,289~155,099행.","불균등 임시 계약의 종료 시점과 실제 집행, 장기 동행의 별도 균등 제안, 생활 책임·현재 전력·특수 노동의 가격화, 성장 후 재협상 조건, 실제 분배율 인상, 내부 매입 채무, 사후 균등 유산, 고정 등급·무배당 노동 반례로 재절단했다.","분배 비율이 현재 기여·희소 노동·위험 부담·성장 가능성을 어떻게 가격화하며, 최초 비율이 실제 역할 변화 뒤 다시 열리는가.",,,기법 연구
